Sentence,Emitens,Tweet Date,Sentiment
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer TCID, Rp. 6,600 (+550) FILM, Rp. 2,520 (+400) IBST, Rp. 5,825 (+375) Top Loser DCII, Rp. 35,000 (-2,000) BYAN, Rp. 16,075 (-1,200) UNTR, Rp. 22,500 (-375) [URL]","('TCID', 'FILM', 'IBST', 'DCII', 'BYAN', 'UNTR')",30/05/2023,Neutral
"IHSG ditutup melemah 0,67 persen ke 6.636,42 pada Selasa (30/5/2023). Seiring dengan melemahnya indeks, saham BYAN, TLKM dan BBRI parkir di zona merah. [URL]","('BYAN', 'TLKM', 'BBRI')",30/05/2023,Negative
Sudah tahu orang terkaya Indonesia saat ini sudah bukan dari keluarga Hartono lagi? ÅEÅEÅEÅE Klik ÅEÅEÅEÅEÅEÅEÅEª [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],(),30/05/2023,Neutral
IHSG turun sangat tipis -0.09% di perdagangan Senin 29 Mei'23. Pergerakan saham BYAN yang turun cukup dalam berpengaruh sangat besar terhadap pergerakan IHSG. [URL],"('BYAN',)",30/05/2023,Negative
"[USERNAME] case yg sama dengan BYAN. jumlah pemegang saham cuma 900-1000 SID (sebelum SS). itu pun mostly akun nominee. enteng dunk buat di mark up karena supply barang dikuasai oleh owner. ketika udah tinggi, baru deh supply nya dilepas perlahan ke market. ritel makan dipucuk. [URL]","('BYAN',)",30/05/2023,Negative
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer DCII, Rp. 37,000 (+1,350) MBAP, Rp. 5,775 (+5,775) EDGE, Rp. 18,500 (+325) Top Loser BYAN, Rp. 17,275 (-875) ITMG, Rp. 22,975 (-550) PTRO, Rp. 4,440 (-330) [URL]","('DCII', 'MBAP', 'EDGE', 'BYAN', 'ITMG', 'PTRO')",29/05/2023,Neutral
[USERNAME] Mm tergantung Strategi sendiri nder. Kalo menurut strategi ku harganya mahal Karna aku nyari PBV &amp DER nya 0.5 serta profitabilitas tinggi. Sedangkan byan PBV nya gede 8 Tapi DER sama Profitabilitasnya mantap [URL],(),29/05/2023,Neutral
[USERNAME] bukannya BYAN ini overprice ya? secara PBV dan PE paling tinggi dibanding big coal lain,"('BYAN',)",29/05/2023,Negative
"Saham BYAN Jatuh, Low Tuck Kwong Digeser Budi Hartono yang Kembali Jadi Orang Terkaya No 1 [URL]","('BYAN',)",26/05/2023,Negative
"Untuk saham top gainer &amp top loser hari ini: Top Gainer HILL, Rp. 2,830 (+560) GGRM, Rp. 27,575 (+400) MAPA, Rp. 6,275 (+175) Top Loser BYAN, Rp. 18,150 (-750) UNTR, Rp. 23,075 (-425) PTRO, Rp. 4,770 (-355) [URL]","('HILL', 'GGRM', 'MAPA', 'BYAN', 'UNTR', 'PTRO')",26/05/2023,Neutral
"Per pukul 10:18 WIB, IHSG melemah 0,18% ke posisi 6.733,48. Ternyata 6 saham ini yang jadi pemberatnya: BBRI -1,34% BYAN -1,58% GOTO -1,75% ADRO -4% UNTR -2,34% ASII -0,37% [URL]","('BBRI', 'BYAN', 'GOTO', 'ADRO', 'UNTR', 'ASII')",25/05/2023,Negative
"Orang Terkaya Indonesia Low Tuck Kwong Borong Saham BYAN Rp2,62 M [URL]","('BYAN',)",24/05/2023,Positive
"Low Tuck Kwong kembali melakukan pembelian saham Bayan Resources (BYAN) sebesar Rp2,62 miliar setelah menerima jatah dividen Rp7,1 triliun. [URL]","('BYAN',)",23/05/2023,Positive
"Saat Harga Turun, Low Tuck justru Borong Saham Bayan (BYAN) di Pasar [URL]","('BYAN',)",23/05/2023,Positive
"Masih menguat sejak pembukaan perdagangan sesi I hari ini, per pukul 11:11 WIB, IHSG menguat 0,45% ke posisi 6.759,75. Berikut saham penopangnya BBRI 2,76% BBCA 1,11% BBNI 1,41% UNTR 3,66% BYAN 0,40% TLKM 0,74% [URL]","('BBRI', 'BBCA', 'BBNI', 'UNTR', 'BYAN', 'TLKM')",23/05/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 925.000 saham BYAN dengan harga rata-rata Rp20.866,93 per saham pada 3 April 2023 s.d. 28 April 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.326.961.970 (60,98%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",22/05/2023,Positive
Walaupun terlihat tertekan turun dari awal bulan ini tapi penurunan yg terjadi pada BYAN tidak sedalam saham-saham sejenis didalam sektor energi,"('BYAN',)",17/05/2023,Positive
"Untuk saham top Gainer &amp top Loser hari ini: Top Gainer EDGE, Rp. 18,875 (+475) FISH, Rp. 6,625 (+425) BYAN, Rp. 19,150 (+275) Top Loser PTRO, Rp. 5,450 (-400) DCII, Rp. 35,750 (-250) ISAT, Rp. 7,425 (-250) [URL]","('EDGE', 'FISH', 'BYAN', 'PTRO', 'DCII', 'ISAT')",16/05/2023,Neutral
[USERNAME] Belum waktunya 7000 Bulan oktober kalau kamu bilang 7000 baru kupercaya Saat ini belum akan ke sana Masih ada $BYAN dan emiten batu bara lain yg lagi drop,"('BYAN',)",16/05/2023,Negative
[USERNAME] Yg bingung sama $BYAN [URL],"('BYAN',)",12/05/2023,Negative
"Perdagangan sesi I Indeks Harga Saham Gabungan (IHSG) ditutup melemah 0,48% menjadi 6723,68 Lima saham yang menjadi pemberat IHSG berdasarkan bobot indeks poin-nya sebagai berikut : TLKM (-14,45) BMRI (-9,38) MDKA (-2,29) BBNI (-1,87) BYAN (-1,44)","('TLKM', 'BMRI', 'MDKA', 'BBNI', 'BYAN')",12/05/2023,Negative
"[USERNAME] Loh, cuma adro? Coba beli sekalian itmg ato byan lah minimal",(),11/05/2023,Positive
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer MAPA, Rp. 5,525 (+450) PTRO, Rp. 4,970 (+240) TUGU, Rp. 2,400 (+190) Top Loser ITMG, Rp. 28,275 (-1,925) GGRM, Rp. 28,500 (-1,300) BYAN, Rp. 19,900 (-500) [URL]","('MAPA', 'PTRO', 'TUGU', 'ITMG', 'GGRM', 'BYAN')",11/05/2023,Neutral
"[USERNAME] Yang masih potensi lanjut walau uda tinggi: IMAS, HILL, BNGA, AUTO yang masih akumulasi tp belum naik: MBMA Yang murah meriah walau sudah naik: HOMI, WIFI, Yang mau sabar dan cicil walau agak mahal utk jangka panjang: BYAN","('IMAS', 'HILL', 'BNGA', 'AUTO', 'MBMA', 'HOMI', 'WIFI', 'BYAN')",09/05/2023,Neutral
"[USERNAME] BYAN bakal bagi dividen. klo masuk/buy besok, ke record ga min utk sharing dividen nya?","('BYAN',)",09/05/2023,Neutral
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer DCII, Rp. 36,500 (+1,100) SMGR, Rp. 6,125 (+300) UNTR, Rp. 25,275 (+275) Top Loser UNIC, Rp. 8,675 (-375) BYAN, Rp. 20,350 (-325) TCPI, Rp. 7,475 (-275) [URL]","('DCII', 'SMGR', 'UNTR', 'UNIC', 'BYAN', 'TCPI')",09/05/2023,Neutral
"Orang terkaya Indonesia, Low Tuck Kwong kembali memborong saham perusahaannya sendiri, PT Bayan Resources Tbk (BYAN) dengan total Rp 4,89 miliar. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",09/05/2023,Positive
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer GGRM, Rp. 28,525 (+450) HILL, Rp. 3,700 (+270) CTBN, Rp. 1,585 (+140) Top Loser ITMG, Rp. 29,650 (-1,525) BYAN, Rp. 20,675 (-525) ASII, Rp. 6,150 (-450) [URL]","('GGRM', 'HILL', 'CTBN', 'ITMG', 'BYAN', 'ASII')",05/05/2023,Neutral
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer DSSA, Rp. 37,200 (+700) BYAN, Rp. 21,200 (+400) STTP, Rp. 7,425 (+325) Top Loser DCII, Rp. 35,700 (-2,300) ITMG, Rp. 31,175 (-575) UNTR, Rp. 24,500 (-525) [URL]","('DSSA', 'BYAN', 'STTP', 'DCII', 'ITMG', 'UNTR')",04/05/2023,Neutral
"[USERNAME] BYAN, semua dikerjakan in house, cost produksi bara per ton paaaling rendah dibanding yang lain.","('BYAN',)",02/05/2023,Positive
[USERNAME] Udah nikmatin deviden BYAN belum?,"('BYAN',)",30/04/2023,Positive
[USERNAME] Itu kalau dulu duitnya buat beli saham BYAN sekarang dah naik 1400% pak 1 T jadi 1400 T kali ya ÅEÅEÅEÅE,"('BYAN',)",29/04/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 164.100 saham BYAN dengan harga rata-rata Rp19.409,06 per saham pada 29 Maret 2023 s.d. 31 Maret 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.326.036.970 (60,98%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",28/04/2023,Positive
"IHSG ditutup melemah ke level 6.915,71 pada perdagangan hari ini, Jumat (28/4/2023). Adapun saham UNTR dan BYAN tercatat Ambles di atas 5 persen. [URL]","('UNTR', 'BYAN')",28/04/2023,Negative
[USERNAME] BYAN lanjutkan sampai 50 ribu,"('BYAN',)",27/04/2023,Positive
"[USERNAME] Mending lu beli saham Lego, byan, biar sat setÅEÅEÅEÅE",(),27/04/2023,Positive
"[USERNAME] Sini ku puk2 dulu ÅEÅE§ÅE Nanti bakal ada banyak yg nangis karena nyangkut di BYAN ÅEÅEÅEÅEÅEÅEÅEÅE Di syukuri aja, aku juga ada WIKA di avg 2000++ tapi aku bersyukur masih ada nilai buku yg tersisa ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE","('BYAN', 'WIKA')",27/04/2023,Negative
[USERNAME] coba all in ke byan beuh udh kaya raya,(),27/04/2023,Positive
"Saham BYAN Naik 10,54%, Kapitalisasi Pasarnya No.2 Salip BRI [URL]","('BYAN',)",27/04/2023,Positive
[USERNAME] Beli gede juga nggak liquid BYAN ini,"('BYAN',)",27/04/2023,Negative
"[USERNAME] Byan ya wkwk. Public ownership nya ga terlalu gede, keringg bgt, enak buat disetir",(),27/04/2023,Negative
Berikut adalah beberapa saham yang menjadi pendorong IHSG menguat pada hari ini - Telkom Indonesia [TLKM] - Astra International [ASII] - Bayan Resources [BYAN] - Sumber Alfaria Trijaya [AMRT] [URL],"('TLKM', 'ASII', 'BYAN', 'AMRT')",26/04/2023,Positive
"[USERNAME] I like byantara the mostÅEÅEÅE≠ kek idup lo idah bakalan tenang dahh kalo ada byan di sisi lu, walo kelakuan nya diluar nalar ya kadang tapi tetep ajaaa, safety kalo sama blio. +++ pinyer bgt entah pinter pelajaran, siasat, saham dll. Cowo pinter tpi nakal tuh point plussss bgt",(),21/04/2023,Positive
"[USERNAME] [USERNAME] Dividen saham brp sih bro kalo cuma nabung 1,6 sebulan sekalipun itu lu beliin saham byan, butuh brp puluh th untuk dpet dp rumahnya aja ?",(),20/04/2023,Negative
"Menjelang libur panjang Lebaran, Low Tuck Kwong borong saham PT Bayan Resources Tbk (BYAN) senilai Rp6,63 miliar [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",20/04/2023,Positive
"Untuk saham top Gainer &amp top loser hari ini: Top Gainer BYAN, Rp. 20,500 (+350) SOHO, Rp. 5,375 (+300) UNTR, Rp. 30,500 (+275) Top Loser ITMG, Rp. 32,250 (-1,475) RDTX, Rp. 30,325 (-625) LIFE, Rp. 5,550 (-350) [URL]","('BYAN', 'SOHO', 'UNTR', 'ITMG', 'RDTX', 'LIFE')",17/04/2023,Neutral
"Untuk Saham Top Gainer &amp Top Loser hari ini: Top Gainer JECC, Rp. 4,940 (+590) RDTX, Rp. 10,925 (+475) TFAS, Rp. 3,460 (+440) Top Loser ITMG, Rp. 34,600 (-775) BYAN, Rp. 20,100 (-700) AALI, Rp. 7,825 (-375) [URL]","('JECC', 'RDTX', 'TFAS', 'ITMG', 'BYAN', 'AALI')",13/04/2023,Neutral
"[USERNAME] Deviden gede tu ya BMRI, BYAN, UNTR, ITMG, BBNI,","('BMRI', 'BYAN', 'UNTR', 'ITMG', 'BBNI')",12/04/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 211.100 saham BYAN dengan harga rata-rata Rp19.375,39 per saham pada 24 Maret 2023 s.d. 28 Maret 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.325.872.870 (60,98%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",11/04/2023,Positive
"[USERNAME] Habis ex date mo masuk ITMG di harga merah ih nyesel hajarnya pas agak pucuk, sekalian pengen masuk BYAN juga ÅEÅEÅE≠","('ITMG', 'BYAN')",06/04/2023,Positive
"[USERNAME] Makasi mas Deka, minta kado saham BYAN 10 lot ya","('BYAN',)",06/04/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 516.000 saham BYAN dengan harga rata-rata Rp19.210,95 per saham pada 15 - 21 Maret 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.325.661.770 (60,98%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",29/03/2023,Positive
Jadi gimana nihh menurut kalian? Lebih tertarik di saham ITMG (Indo Tambangraya Megah) atau BYAN (Bayan Resource)??ÅEÅE§ÅE [HASHTAG] ON,"('ITMG', 'BYAN')",29/03/2023,Neutral
[ob_milenial] 1065- BEST SECTOR dan BULLISH SECTOR tidak bisa dilihat dari INDEX SECTORAL doang ..... BEST SECTOR dan BULLISH SECTOR tidak bisa dilihat dari INDEX SECTORAL doang .. Misal untuk MINING: - Semua saham mining TURUN - Saham BYAN naik TINGGI - INDEX ENERGI akan NAIK,"('BEST', 'BEST', 'BYAN', 'NAIK')",29/03/2023,Neutral
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer MKPI, Rp. 27,350 (+1,250) MCAS, Rp. 7,350 (+1,050) TFAS, Rp. 3,700 (+220) Top Loser SUPR, Rp. 36,000 (-1,850) BMRI, Rp. 10,200 (-700) BYAN, Rp. 19,275 (-175) [URL]","('MKPI', 'MCAS', 'TFAS', 'SUPR', 'BMRI', 'BYAN')",27/03/2023,Neutral
"[USERNAME] Byan Kan kemarin stock split, jadinya EPS nya turun drastis.",(),24/03/2023,Neutral
"PT Bayan Resources Tbk (BYAN) telah memublikasikan Laporan Keuangan Tahun 2022. Pendapatan BYAN meningkat 64,91% dan Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk meroket 79,63% dibandingkan periode yang sama pada tahun sebelumnya. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN')",24/03/2023,Positive
"Jika ditotal, sepanjang 2023, setidaknya tercatat ada delapan kali pembelian saham BYAN oleh Low Tuck Kwong. [URL]","('BYAN',)",22/03/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 587.100 saham BYAN dengan harga rata-rata Rp18.640,84 per saham pada 8 - 14 Maret 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.325.145.770 (60,98%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",22/03/2023,Positive
Low Tuck Kwong Tambah Terus Koleksi Saham BYAN [URL],"('BYAN',)",21/03/2023,Positive
"Pada 27 April 2023 pukul 14.00 WIB, PT Bayan Resources Tbk (BYAN) akan menyelenggarakan RUPS Tahunan. Pemegang saham yang namanya tercatat dalam Daftar Pemegang Saham BYAN pada 3 April 2023 pukul 16.15 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN')",20/03/2023,Neutral
"IHSG mengawali perdagangan awal pekan dengan dibuka melemah 0,18 persen ke level 6.668,09.Sejumlah saham seperti BYAN dan GOTO terpantau terkoreksi. [URL]","('BYAN', 'GOTO')",20/03/2023,Negative
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 681.100 [HASHTAG] BYAN dengan harga rata-rata Rp18.937,86 per saham pada 28 Februari 2023 s.d. 7 Maret 2023. Setelah transaksi tersebut, Low Tuck Kwong memiliki 20.324.558.670 (60,97%) saham BYAN. [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",17/03/2023,Positive
"Untuk saham Top Gainer &amp Top Loser hari ini: Top Gainer ITMG, Rp. 39,250 (+2,050) UNTR, Rp. 28,450 (+1,525) BYAN, Rp. 19,725 (+625) Top Loser MREI, Rp. 4,000 (-300) TGKA, Rp. 6,725 (-250) INDR, Rp. 4,510 (-190) [URL]","('ITMG', 'UNTR', 'BYAN', 'MREI', 'TGKA', 'INDR')",17/03/2023,Neutral
Orang terkaya RI sekaligus Direktur Utama PT Bayan Resources Tbk (BYAN) Low Tuck Kwong membeli 587.100 saham BYAN secara bertahap. [URL],"('BYAN', 'BYAN')",16/03/2023,Positive
"Berita lain hari ini: -Pemegang saham $BMRI setujui pembagian dividen dengan yield 5,3% -Dato Low Tuck Kwong, membeli 587.100 lembar saham $BYAN dengan harga rata-rata Rp18.641/ lembar Lengkapnya: [URL]","('BMRI', 'BYAN')",15/03/2023,Positive
"Lagi, orang terkaya di RI borong saham BYAN Rp10,94 miliar [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",14/03/2023,Positive
Orang Terkaya Indonesia Low Tuck Kwong Kembali Beli Saham Bayan Resources (BYAN) [URL] [HASHTAG],"('BYAN',)",14/03/2023,Positive
"Lagi-lagi, Low Tuck Kwong memborong 587.100 lembar saham batu bara PT Bayan Resources Tbk. (BYAN), senilai Rp10,94 miliar. [URL]","('BYAN',)",14/03/2023,Positive
"[URL] : Low Tuck Kwong Kembali Borong Saham BYAN Rp10,94 Miliar, Cuan Berapa? [URL]","('BYAN',)",14/03/2023,Positive
"Untuk Saham Top Gainer &amp Top Loser hari ini: Top Gainer UNTR, Rp. 28,075 (+1,250) BYAN, Rp. 19,550 (+900) ITMG, Rp. 38.750 (+700) Top Loser DSSA, Rp. 35,975 (-1,525) GGRM, Rp. 25,325 (-850) INTP, Rp. 11,025 (-450) [URL]","('UNTR', 'BYAN', 'ITMG', 'DSSA', 'GGRM', 'INTP')",13/03/2023,Neutral
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 559.500 saham BYAN dengan harga rata-rata Rp18.507,51 per saham pada 22 - 27 Februari 2023. Setelah transaksi, Low Tuck Kwong memiliki 20.323.877.570 (60,97%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",11/03/2023,Positive
"secara teknikal sederhana (candle stick pattern): saham yang bearish: adro, apln, arto, asri, bnii, bumi, byan, cfin, cpin, elsa, excl, goto, hero, indy, jsmr, kaef, kija, masa, midi, pgas, tays, tlkm, untr, unvr, wika. untungnya: CS biasanya untuk jangka pendek aza.",(),09/03/2023,Negative
"Gelontorkan Rp12,89 Miliar, Low Tuck Kwong Kembali Angkut Ratusan Ribu Saham BYAN [URL]","('BYAN',)",08/03/2023,Positive
"Bertambah 11,86 Juta Saham, Low Tuck Agresif Borong Saham Bayan (BYAN) [URL]","('BYAN',)",08/03/2023,Positive
"Orang terkaya Indonesia, Low Tuck Kwong, kembali menambah kepemilikan saham perusahaannya, PT Bayan Resources Tbk (BYAN). [URL]","('BYAN',)",07/03/2023,Positive
"Low Tuck Kwong Kembali Borong Saham BYAN Senilai Rp 12,89 Miliar [URL]","('BYAN',)",07/03/2023,Positive
"Lagi-lagi, orang terkaya Indonesia Low Tuck Kwong kembali memborong saham batu bara PT Bayan Resources Tbk. (BYAN). [URL]","('BYAN',)",07/03/2023,Positive
"IHSG ditutup ditutup¬†melemah 0,59 persen ke level 6.766,75 seiring dengan penurunan saham blue chip UNVR, ASII, hingga BYAN. [URL]","('UNVR', 'ASII', 'BYAN')",07/03/2023,Negative
"[USERNAME] Siapa tahu nanti muncul BYAN"" baru di tahun ini dan seterusnya. Saham tidak likuid, tetapi harganya meroket.""","('BYAN',)",05/03/2023,Positive
HAKA senin $ADRO $PTBA $ITMG $ARII $INDY $PTRO $BUMI $DOID $BYAN $COAL $BSSR $GEMS $HRUM $IATA $MBAP $BOSS ÅEÅEÅEÄÅEÅEÅEÄÅEÅEÅEÄ emiten Saham Batubara krn efek harga Batubara th 2022 yg kemarin ATH (All Time High),"('ADRO', 'PTBA', 'ITMG', 'ARII', 'INDY', 'PTRO', 'BUMI', 'DOID', 'BYAN', 'COAL', 'BSSR', 'GEMS', 'HRUM', 'IATA', 'MBAP', 'BOSS')",03/03/2023,Positive
"Orang Terkaya RI Serok Saham BYAN Rp 10,35 M, Buat Apa Ya? [URL]","('BYAN',)",02/03/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 742.200 saham BYAN dengan harga rata-rata Rp18.763,31 per saham pada 13 - 17 Februari 2023. Setelah transaksi, Low Tuck Kwong memiliki 20.323.318.070 (60,97%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",02/03/2023,Positive
"Orang terkaya di RI ini borong saham BYAN Rp10,3 miliar [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",02/03/2023,Positive
"Taipan Low Tuck Kwong menyerok sebanyak 559.500 saham Bayan Resources (BYAN) senilai total Rp10,35 miliar. [URL]","('BYAN',)",01/03/2023,Positive
"Lagi-lagi, Low Tuck Kwong kembali memborong saham batu bara PT Bayan Resources Tbk. (BYAN) yang jika ditotal sudah ratusan miliar rupiah sepanjang 2023. [URL]","('BYAN',)",01/03/2023,Positive
"Ini saham Alfamidi ya. Alfamidi itu bentuknya lebih besar dari Alfamart ($AMRT). Fundamentalnya bagus. Penjualan naik, laba naik. Sayang PBVnya naik terus. Growth stock. Ini mau stock split, kali aja kayak BYAN.","('AMRT', 'BYAN')",01/03/2023,Positive
"Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 957.300 saham BYAN di harga rata-rata Rp19.137,01 per saham pada 10 Februari 2023. Setelah transaksi, Low Tuck Kwong memiliki 20.322.575.870 (60,97%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",23/02/2023,Positive
Antisipasi katalis negatif di [HASHTAG] [HASHTAG] karena ada izin pertambangannya yg tdk diperpanjang. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],(),23/02/2023,Negative
Orang Terkaya RI Masih Rajin Koleksi Saham BYAN di Tengah Pelemahan Harga yang Dialami [URL],"('BYAN',)",21/02/2023,Positive
"Lim Chai Hock, Direktur PT Bayan Resources Tbk (BYAN), membeli 70.700 saham BYAN dengan harga rata-rata Rp19.529,33 per saham pada 30 Januari 2023 s.d. 8 Februari 2023. Setelah transaksi tersebut, Lim Chai Hock memiliki 1.086.860.000 (3,26%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",20/02/2023,Positive
"Untuk Saham Top Gainer &amp Top Loser hari ini: Top Gainer ITMG, Rp. 35,500 (+375) MKPI, Rp. 28,600 (+350) ISAT, Rp. 6,825 (+325) Top Loser UNTR, Rp. 24,300 (-325) BYAN, Rp. 18,300 (-275) NFCX, Rp. 6,675 (-275) [URL]","('ITMG', 'MKPI', 'ISAT', 'UNTR', 'BYAN', 'NFCX')",20/02/2023,Neutral
Low Tuck Kwong¬†kembali memborong saham¬†batu bara PT Bayan Resources Tbk. (BYAN). [URL],"('BYAN',)",20/02/2023,Positive
"Dato' Dr. Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 1.086.400 [HASHTAG] BYAN di harga rata-rata Rp19.559,57/saham pada 30 Januari s.d. 3 Februari 2023. Setelah transaksi, Dato' Dr. Low Tuck Kwong memiliki 20.321.618.570 (60,96%) saham BYAN. [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",18/02/2023,Positive
"Orang terkaya Low Tuck Kwong lanjutkan borong saham BYAN Rp18,3 triliun [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",15/02/2023,Positive
"IHSG Dibuka Menguat, Saham GOTO, BYAN, BMRI Ngebut [URL]","('GOTO', 'BYAN', 'BMRI')",13/02/2023,Positive
"Untuk Saham Top Gainer &amp Top Loser hari ini: Top Gainer MKPI, Rp. 29,775 (+1,775) INTP, Rp. 11,475 (+500) SMGR, Rp. 7,750 (+425) Top Loser ITMG, Rp. 34,150 (-1,225) BYAN, Rp. 18,850 (-375) UNVR, Rp. 4,580 (-340) [URL]","('MKPI', 'INTP', 'SMGR', 'ITMG', 'BYAN', 'UNVR')",10/02/2023,Neutral
"Dato' Dr. Low Tuck Kwong, Direktur Utama PT Bayan Resources Tbk (BYAN), membeli 1.465.400 [HASHTAG] BYAN dengan harga rata-rata Rp20.381,8/saham pada 24 - 27 Januari 2023. Setelah transaksi tersebut, Dato' Dr. Low Tuck Kwong memiliki 20.320.532.170 (60,96%) saham BYAN. [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",10/02/2023,Positive
"Lim Chai Hock, Direktur PT Bayan Resources Tbk (BYAN), membeli 124.300 saham BYAN dengan harga rata-rata Rp20.000,91 per saham pada 17 - 27 Januari 2023. Setelah transaksi tersebut, Lim Chai Hock memiliki 1.086.789.300 (3,26%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",09/02/2023,Positive
"Susul Low Tuck Kwong, Direktur Bayan Borong Saham BYAN Rp1,38 Miliar [URL]","('BYAN',)",09/02/2023,Positive
"Orang Terkaya RI Borong Saham BYAN Lagi Rp 21,29 M [URL]","('BYAN',)",08/02/2023,Positive
"IHSG Dibuka Naik, Saham BYAN hingga GOTO Menguat [URL]","('BYAN', 'GOTO')",08/02/2023,Positive
[USERNAME] Pak Low punya 60% saham BYAN.,"('BYAN',)",08/02/2023,Positive
"Low Yi Ngo, Direktur PT Bayan Resources Tbk (BYAN), membeli 300.000 saham BYAN dengan harga Rp20.000 per saham pada 19 Januari 2023. Setelah transaksi tersebut, Low Yi Ngo memiliki 61.564.300 (0,18%) saham BYAN. [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN', 'BYAN', 'BYAN')",07/02/2023,Positive
"Orang terkaya RI borong lagi saham BYAN Rp21,24 miliar [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]","('BYAN',)",06/02/2023,Positive
"Low Tuck Kwong Kembali Borong Saham Bayan Resources (BYAN), Rogoh Kocek Rp21,24 Miliar [URL]","('BYAN',)",06/02/2023,Positive
[USERNAME] Emiten batubara percayakan pada BYAN saja ÅEÅEÅEÅE,"('BYAN',)",06/02/2023,Positive
